Price,Close,LogReturn,Volatility_21,Volatility_7,Volume
Ticker,AAPL,,,,AAPL
Date,,,,,
2015-02-03,26.30371856689453,0.00016853327215909526,0.023072286567343173,0.029625063166098118,207662800
2015-02-04,26.50545310974121,0.007640169983668146,0.021844680275902428,0.029509574182895595,280598800
2015-02-05,26.694637298583984,0.007112205443865157,0.021809565266945184,0.022603727764116042,168984800
2015-02-06,26.4698486328125,-0.008456397213182039,0.021947016999068997,0.014831119918262055,174826400
2015-02-09,26.645671844482422,0.0066204323062486825,0.02063211596856745,0.009835714664836242,155559200
2015-02-10,27.157577514648438,0.019029375498873374,0.020900815925271623,0.008736574741282426,248034000
2015-02-11,27.794116973876953,0.023168273072548012,0.020162595627142198,0.010697475179261342,294247200
2015-02-12,28.145769119262695,0.012572666915451338,0.02020016732269197,0.010220530166419713,297898000
2015-02-13,28.283763885498047,0.004890880146086379,0.020061659358044492,0.010363339447225327,217088800
2015-02-17,28.4506893157959,0.005884463586220893,0.018434154796752,0.010416332612371121,252609600
2015-02-18,28.648773193359375,0.006938232462773522,0.018049583862533313,0.007228958564157718,179566800
2015-02-19,28.588680267333984,-0.0020997771379231128,0.017828493740964443,0.008759284101769526,149449600
2015-02-20,28.822378158569336,0.00814126018349524,0.017828090834630137,0.007815952839866344,195793600
2015-02-23,29.601362228393555,0.0266682766871971,0.0178777622469179,0.008941632520431507,283896400
2015-02-24,29.416627883911133,-0.006260292750110855,0.018146483736682165,0.010401435849421199,276912400
2015-02-25,28.664348602294922,-0.025905947145281032,0.019537513563781007,0.01606984370570051,298846800
2015-02-26,29.027141571044922,0.012577166927681748,0.017024710309445086,0.016538035397958825,365150000
2015-02-27,28.59090805053711,-0.0151425415789576,0.01411349493957958,0.01769695469945721,248059200
2015-03-02,28.731122970581055,0.0048921923106851565,0.012866335901958915,0.01777485507615671,192386800
2015-03-03,28.791210174560547,0.002089179021405081,0.012137253563832301,0.017498185697968186,151265200
2015-03-04,28.60870361328125,-0.006359144614087818,0.012245465750135713,0.012912015075567107,126665200
2015-03-05,28.1346435546875,-0.016709309973468582,0.013038272814201083,0.013680288998672982,226068400
2015-03-06,28.17693328857422,0.0015019910365792152,0.013002612315612705,0.010767666548335074,291368400
2015-03-09,28.297115325927734,0.0042561927727338186,0.012971383064206286,0.00917351979827159,354114000
2015-03-10,27.711767196655273,-0.020902735976560574,0.013770032718249257,0.010534771731334425,275426400
2015-03-11,27.206544876098633,-0.018399566728902972,0.014433357882111959,0.010763814520184755,275756000
2015-03-12,27.698410034179688,0.01791744725548314,0.014365760067124261,0.014274758781306011,193450800
2015-03-13,27.507003784179688,-0.006934356750401437,0.013513325406217285,0.014281995332863676,207309200
2015-03-16,27.80970001220703,0.01094422583274136,0.013439060070289681,0.014522725260366506,143497200
2015-03-17,28.274864196777344,0.01658833790719871,0.01391094046656276,0.016103483994221315,204092400
2015-03-18,28.59313201904297,0.011193330746152037,0.014070831627679322,0.01657989265506621,261083600
2015-03-19,28.37724494934082,-0.007578959964116675,0.014081791137291603,0.014170960853958858,183238000
2015-03-20,28.02113914489746,-0.012628395039613207,0.014328601616928891,0.01279284783571594,274780400
2015-03-23,28.312698364257812,0.010351214672068626,0.01440665081671021,0.011716457449825291,150838800
2015-03-24,28.19696807861328,-0.00409595224068005,0.012960069975565366,0.011353441689022458,131369200
2015-03-25,27.460262298583984,-0.026474504902745992,0.013978455319975977,0.015380520422445244,206620800
2015-03-26,27.651676177978516,0.006946395077610117,0.013132038151263094,0.013810178167535181,190291600
2015-03-27,27.431337356567383,-0.008000288382798693,0.012775320805920108,0.012303071763682179,158184800
2015-03-30,28.12574577331543,0.024999317544383396,0.013782757922129083,0.016882939093035516,188398800
2015-03-31,27.6939640045166,-0.015470893083373134,0.01407683565804332,0.017232188125920964,168362400
2015-04-01,27.653894424438477,-0.0014479182470966854,0.014049727196523695,0.01641725015869858,162485600
2015-04-02,27.892047882080078,0.008575060826010351,0.014191006164154566,0.01701083293788097,128880400
2015-04-06,28.343862533569336,0.01606889156776935,0.01420340690667046,0.013947040289991493,148776000
2015-04-07,28.04561996459961,-0.010578048839686617,0.014397828461970312,0.014974778895598137,140049200
2015-04-08,27.95436668395996,-0.0032590493987842053,0.014374322050353137,0.014547087758612689,149316800
2015-04-09,28.168025970458984,0.007614084454392848,0.013689129597321784,0.0112053142588839,129936000
2015-04-10,28.288219451904297,0.0042579403620959895,0.012976414994132835,0.00883237307980165,160752000
2015-04-13,28.232574462890625,-0.0019690100983198074,0.012461135730806825,0.00887850930810168,145460400
2015-04-14,28.110166549682617,-0.004345124273245849,0.012392262391430988,0.008859258688413293,102098400
2015-04-15,28.216997146606445,0.0037932222397870008,0.01220310019477353,0.006230190372894172,115881600
2015-04-16,28.081218719482422,-0.004823552160375487,0.011692357733065489,0.004948201069704675,113476000
2015-04-17,27.765182495117188,-0.011318172387055563,0.011615010559405347,0.006557821963671236,207828000
2015-04-20,28.399494171142578,0.022588526613585392,0.012633399279381195,0.010857539965946914,188217200
2015-04-21,28.245929718017578,-0.005421967699604819,0.012367226921126498,0.011013876405104164,129740400
2015-04-22,28.626508712768555,0.013383800174724974,0.012506396086473403,0.012082851724009197,150618000
2015-04-23,28.86020851135254,0.008130611636811773,0.012564981266411587,0.011913378004649793,183083600
2015-04-24,28.99597930908203,0.004693397614806643,0.010870676314280821,0.011918631172134497,178103600
2015-04-27,29.52345085144043,0.018027715801653993,0.0113509929480778,0.012258719094388177,387816800
2015-04-28,29.058290481567383,-0.015881062449948108,0.0118560255100919,0.013466523546819492,475696000
2015-04-29,28.630970001220703,-0.01481483008811827,0.011288960179500799,0.01344080079558492,253544400
2015-04-30,27.85421371459961,-0.027504743850369735,0.012408632781571366,0.01728485426475545,332781600
2015-05-01,28.69996452331543,0.029911631370157902,0.013978610174676949,0.0205552065797715,234050400
2015-05-04,28.644315719604492,-0.0019408673696532102,0.013910761754002151,0.02027166721662635,203953200
2015-05-05,27.998878479003906,-0.022790564222025463,0.014418689995694546,0.021587620162395325,197085600
2015-05-06,27.823057174682617,-0.0062993833401554285,0.014300136272280968,0.01907472759858375,288564000
2015-05-07,27.995141983032227,0.006165922804677111,0.01435304290147571,0.01946409994094285,175763600
2015-05-08,28.522594451904297,0.01866556645423657,0.014837917315247187,0.020810425910482263,222201600
2015-05-11,28.232051849365234,-0.010238638053245689,0.014995396983461739,0.017901965180711583,168143200
2015-05-12,28.131471633911133,-0.003568986323113753,0.015009454552739566,0.012972186806209388,192640000
2015-05-13,28.162769317626953,0.0011119321057175941,0.014980783074843025,0.013059188791164567,138776800
2015-05-14,28.819847106933594,0.023063416754539705,0.01578748854602096,0.012632727665458955,180814000
2015-05-15,28.779617309570312,-0.0013968811797970971,0.015741858874660408,0.012082149154332672,152832000
2015-05-18,29.096986770629883,0.01096721714043149,0.015608509799487363,0.012304931449706492,203531600
2015-05-19,29.07016372680664,-0.0009222747029944641,0.014902526359945786,0.010970790910636624,178532800
2015-05-20,29.06792640686035,-7.696571876538328e-05,0.01483083258976205,0.009551310286517213,145819600
2015-05-21,29.365177154541016,0.010174140809656212,0.014716890240039738,0.00909752969341229,158921600
2015-05-22,29.6221923828125,0.008714301273064553,0.014731152240678867,0.008848807083184723,182384000
2015-05-26,28.969581604003906,-0.022277453787546874,0.015567102684656785,0.011510781132192973,282790400
2015-05-27,29.510452270507812,0.01849814555738003,0.015594721607569991,0.013223826582166493,183332800
2015-05-28,29.45234489440918,-0.0019709850178008005,0.015177208329932336,0.012920328801328599,122933200
2015-05-29,29.117097854614258,-0.011447973052112266,0.015022767809520972,0.013859374317127053,203538000
2015-06-01,29.175209045410156,0.0019937865950575514,0.013550643163983677,0.013873810947057749,128451200
2015-06-02,29.04557991027832,-0.004453026201226725,0.012026916105320239,0.013266770543329228,134670400
2015-06-03,29.081331253051758,0.001230113438546925,0.012013714183527365,0.012584482402769047,123934000
2015-06-04,28.911474227905273,-0.005857882178824364,0.010870650429742739,0.009453208817298926,153800400
2015-06-05,28.752790451049805,-0.005503726729070979,0.010843359658767161,0.004622788095612754,142507200
2015-06-08,28.562829971313477,-0.0066286005065192555,0.010931024953161235,0.004664818652196992,210699200
2015-06-09,28.477895736694336,-0.002978023029535336,0.010171738854682153,0.0034723095686426475,224301600
2015-06-10,28.80419921875,0.011392984555487245,0.01018627665415625,0.006392136938762248,156349200
2015-06-11,28.73938751220703,-0.002252613631888846,0.010161061516612288,0.006294914514852646,141563600
2015-06-12,28.42201805114746,-0.011104440806653036,0.010499484307641018,0.007076587164655029,147544800
2015-06-15,28.36614418029785,-0.0019678005656051586,0.009134393003599561,0.006992285061776523,175955600
2015-06-16,28.51811981201172,0.005343340412240978,0.009228665699426625,0.0074589889774841845,125976400
2015-06-17,28.451074600219727,-0.0023537367321649276,0.008856059299510177,0.007104220223390486,131672400
2015-06-18,28.58070945739746,0.004546064359729457,0.008940578965368323,0.007245204595149029,141628800
2015-06-19,28.294628143310547,-0.010060027381615873,0.009162388102191376,0.006360081695800789,218867600
2015-06-22,28.520362854003906,0.007946349882473388,0.009035101747180562,0.007504738849533565,136157200
2015-06-23,28.390737533569336,-0.004555369469594881,0.008752706581987436,0.006371251759955394,121075600
2015-06-24,28.632108688354492,0.00846582071458488,0.0077035642323489886,0.0070602896090301666,221123600
2015-06-25,28.495777130126953,-0.004772864077833916,0.006386468924736909,0.007137569534609872,127752400
2015-06-26,28.32815933227539,-0.005899566078881624,0.0064530374850260575,0.007442491089665027,176267200
2015-06-29,27.83199691772461,-0.017670012240700052,0.0070324328219398885,0.00936230989401434,196645600
2015-06-30,28.03313636779785,0.0072009250632303345,0.00727349490334661,0.009703252179671678,177482800
2015-07-01,28.294628143310547,0.009284716206721944,0.007641039036076667,0.009927021982944395,120955200
2015-07-02,28.25887680053711,-0.0012643371112526307,0.007619959696609864,0.009815348458728385,108844000
2015-07-06,28.1605281829834,-0.0034863436506651934,0.007567454594185102,0.00896498422923828,112241600
2015-07-07,28.091249465942383,-0.00246316667539471,0.007510939361488544,0.008904212616066292,187787200
2015-07-08,27.393938064575195,-0.025136370538516275,0.009107258408236991,0.012525263793478575,243046400
2015-07-09,26.835205078125,-0.020607102610055505,0.009974150235265173,0.013066134408040542,314380000
2015-07-10,27.552623748779297,0.026383119166665477,0.01146748189261661,0.017396749252362204,245418000
2015-07-13,28.084545135498047,0.019121662904237387,0.012367905321379428,0.018841809752809646,165762000
2015-07-14,28.073366165161133,-0.0003981262915824221,0.01215359047778551,0.018843124103568552,127072400
2015-07-15,28.34380340576172,0.0095871279628608,0.012347997796631453,0.01919341738674694,134596800
2015-07-16,28.721506118774414,0.013237752736377353,0.01263679642763309,0.019643388937072268,144889600
2015-07-17,28.969581604003906,0.008600185021900924,0.01274572107817777,0.015170353435800102,184658800
2015-07-20,29.517148971557617,0.018725046225461464,0.013313652447080344,0.008730622255976126,235600800
2015-07-21,29.222135543823242,-0.010044926857692675,0.013312995264904575,0.01052010827377574,307025600
2015-07-22,27.9862060546875,-0.04321474077240496,0.016403665815488112,0.021049769786482486,461802400
2015-07-23,27.97279167175293,-0.0004794361491998249,0.016382355807278814,0.021049725928815932,203998000
2015-07-24,27.825286865234375,-0.005287105004042821,0.016271882162559863,0.020606340783322876,168649200
2015-07-27,27.43863868713379,-0.0139930156306974,0.016491451697975057,0.01965839706751959,177822000
2015-07-28,27.574968338012695,0.004956225825558143,0.016526632669404098,0.019234717231759155,134472400
2015-07-29,27.487810134887695,-0.0031657783473682394,0.01610526541089517,0.015822964796378673,148046800
2015-07-30,27.3492431640625,-0.005053782339274311,0.016030602501929815,0.015941841371952804,134513200
2015-07-31,27.110105514526367,-0.008782300646999764,0.015925585960242787,0.006010180747080109,171540000
2015-08-03,26.47089958190918,-0.02386055496954964,0.016619066577595452,0.009085375930195688,279904000
2015-08-04,25.621606826782227,-0.03260998844729754,0.01782335842785833,0.012866361791732808,496554400
2015-08-05,25.79146957397461,0.006607788412650626,0.017984361907753363,0.014526612852834285,397250400
2015-08-06,25.847597122192383,0.0021738413922536702,0.017361275406801085,0.014118399458652552,211612000
2015-08-07,25.935157775878906,0.003381849316853223,0.01691213592514294,0.01478899252065377,154681600
2015-08-10,26.878089904785156,0.035711961743549694,0.017784611186493316,0.022367747025533874,219806400
2015-08-11,25.479406356811523,-0.053440921005964225,0.020486728243599477,0.029648096803209838,388331200
2015-08-12,25.872295379638672,0.015302187697234532,0.02093077128228633,0.03003866648821623,404870000
2015-08-13,25.85208511352539,-0.0007814599981318603,0.020718222968882146,0.02712444346439612,194143200
2015-08-14,26.033939361572266,0.007009787106852916,0.020496790265906204,0.02713802740974849,171718000
2015-08-17,26.303346633911133,0.010295132685794536,0.020554947189088815,0.027352528527711837,163538800
2015-08-18,26.15517807006836,-0.005648994465537775,0.019848154989142584,0.02751631969811181,138242800
2015-08-19,25.82065773010254,-0.012872326298625227,0.019888236061737924,0.023141950687227922,193146000
2015-08-20,25.290817260742188,-0.02073348303302276,0.018322249239963225,0.012971090409688121,274006400
